站点,日期,时间,纬度,经度,风向,风速,浪高,周期,修正风向,修正风速,修正浪高,修正周期,1小时前修正风向,1小时前修正风速,1小时前修正浪高,1小时前修正周期,2小时前修正风向,2小时前修正风速,2小时前修正浪高,2小时前修正周期
BSG,27,23,26.7N,120.3E,19,11.1,1.7,5.3,19,11.1,1.7,5.3,18,10.8,1.6,5.1,19,11.6,1.7,5.2
BSG,28,0,26.7N,120.3E,19,11.9,2,6,19,11.9,2,6,19,11.1,1.7,5.3,18,10.8,1.6,5.1
BSG,28,1,26.7N,120.3E,16,11.5,2,6.1,16,11.5,2,6.1,19,11.9,2,6,19,11.1,1.7,5.3
BSG,28,2,26.7N,120.3E,19,11.8,1.8,6.1,19,11.8,1.8,6.1,16,11.5,2,6.1,19,11.9,2,6
BSG,28,3,26.7N,120.3E,14,14.2,2,6.2,14,14.2,2,6.2,19,11.8,1.8,6.1,16,11.5,2,6.1
BSG,28,4,26.7N,120.3E,13,14.2,1.9,6.2,13,14.2,1.9,6.2,14,14.2,2,6.2,19,11.8,1.8,6.1
BSG,28,5,26.7N,120.3E,16,12.7,1.9,6.2,16,12.7,1.9,6.2,13,14.2,1.9,6.2,14,14.2,2,6.2
BSG,28,6,26.7N,120.3E,18,12.8,1.8,6.6,18,12.8,1.8,6.6,16,12.7,1.9,6.2,13,14.2,1.9,6.2
BSG,28,7,26.7N,120.3E,17,11.4,1.9,6.4,17,11.4,1.9,6.4,18,12.8,1.8,6.6,16,12.7,1.9,6.2
BSG,28,8,26.7N,120.3E,19,11.9,2.1,6.7,19,11.9,2.1,6.7,17,11.4,1.9,6.4,18,12.8,1.8,6.6
BSG,28,9,26.7N,120.3E,19,11,2.2,6.4,19,11,2.2,6.4,19,11.9,2.1,6.7,17,11.4,1.9,6.4
BSG,28,10,26.7N,120.3E,17,10.9,2.3,6.3,17,10.9,2.3,6.3,19,11,2.2,6.4,19,11.9,2.1,6.7
BSG,28,11,26.7N,120.3E,18,12,2.1,6.5,18,12,2.1,6.5,17,10.9,2.3,6.3,19,11,2.2,6.4
BSG,28,12,26.7N,120.3E,19,13.7,2.1,7,19,13.7,2.1,7,18,12,2.1,6.5,17,10.9,2.3,6.3
BSG,28,13,26.7N,120.3E,18,13.9,2.2,7.1,18,13.9,2.2,7.1,19,13.7,2.1,7,18,12,2.1,6.5
BSG,28,14,26.7N,120.3E,17,13.3,2.1,7.4,17,13.3,2.1,7.4,18,13.9,2.2,7.1,19,13.7,2.1,7
BSG,28,15,26.7N,120.3E,12,13.3,2,7.5,12,13.3,2,7.5,17,13.3,2.1,7.4,18,13.9,2.2,7.1
BSG,28,16,26.7N,120.3E,17,12.3,2,7.3,17,12.3,2,7.3,12,13.3,2,7.5,17,13.3,2.1,7.4
BSG,28,17,26.7N,120.3E,17,11.5,2.1,7.4,17,11.5,2.1,7.4,17,12.3,2,7.3,12,13.3,2,7.5
BSG,28,18,26.7N,120.3E,18,11.1,2.1,6.6,18,11.1,2.1,6.6,17,11.5,2.1,7.4,17,12.3,2,7.3
BSG,28,19,26.7N,120.3E,19,11.2,2.1,6.7,19,11.2,2.1,6.7,18,11.1,2.1,6.6,17,11.5,2.1,7.4
BSG,28,20,26.7N,120.3E,20,10.8,2.2,6.7,20,10.8,2.2,6.7,19,11.2,2.1,6.7,18,11.1,2.1,6.6
BSG,28,21,26.7N,120.3E,19,11,2.2,6.6,19,11,2.2,6.6,20,10.8,2.2,6.7,19,11.2,2.1,6.7
BSG,28,22,26.7N,120.3E,15,11.7,2.3,6.7,15,11.7,2.3,6.7,19,11,2.2,6.6,20,10.8,2.2,6.7
BSG,28,23,26.7N,120.3E,16,13.1,2.2,6.5,16,13.1,2.2,6.5,15,11.7,2.3,6.7,19,11,2.2,6.6
BSG,29,0,26.7N,120.3E,17,12.7,2.3,6.5,17,12.7,2.3,6.5,16,13.1,2.2,6.5,15,11.7,2.3,6.7
BSG,29,1,26.7N,120.3E,16,12.4,2.1,7.1,16,12.4,2.1,7.1,17,12.7,2.3,6.5,16,13.1,2.2,6.5
BSG,29,2,26.7N,120.3E,16,13.1,1.8,7,16,13.1,1.8,7,16,12.4,2.1,7.1,17,12.7,2.3,6.5
BSG,29,3,26.7N,120.3E,13,13.6,2,7.8,13,13.6,2,7.8,16,13.1,1.8,7,16,12.4,2.1,7.1
BSG,29,4,26.7N,120.3E,5,11,1.8,7.5,5,11,1.8,7.5,13,13.6,2,7.8,16,13.1,1.8,7
BSG,29,5,26.7N,120.3E,7,10.3,1.8,6.4,7,10.3,1.8,6.4,5,11,1.8,7.5,13,13.6,2,7.8
BSG,29,6,26.7N,120.3E,9,11,1.8,6.5,9,11,1.8,6.5,7,10.3,1.8,6.4,5,11,1.8,7.5
BSG,29,7,26.7N,120.3E,10,10.2,2,5.9,10,10.2,2,5.9,9,11,1.8,6.5,7,10.3,1.8,6.4
BSG,29,8,26.7N,120.3E,7,10,2,6,7,10,2,6,10,10.2,2,5.9,9,11,1.8,6.5
BSG,29,9,26.7N,120.3E,9,9.8,2.1,6.1,9,9.8,2.1,6.1,7,10,2,6,10,10.2,2,5.9
BSG,29,10,26.7N,120.3E,13,9.9,2,6.2,13,9.9,2,6.2,9,9.8,2.1,6.1,7,10,2,6
BSG,29,11,26.7N,120.3E,15,11.1,2.3,6.4,15,11.1,2.3,6.4,13,9.9,2,6.2,9,9.8,2.1,6.1
BSG,29,12,26.7N,120.3E,18,11.5,2,6.8,18,11.5,2,6.8,15,11.1,2.3,6.4,13,9.9,2,6.2
BSG,29,13,26.7N,120.3E,17,12.1,2.1,6.3,17,12.1,2.1,6.3,18,11.5,2,6.8,15,11.1,2.3,6.4
BSG,29,14,26.7N,120.3E,16,11.3,2,6.5,16,11.3,2,6.5,17,12.1,2.1,6.3,18,11.5,2,6.8
BSG,29,15,26.7N,120.3E,18,12.4,1.7,6.3,18,12.4,1.7,6.3,16,11.3,2,6.5,17,12.1,2.1,6.3
BSG,29,16,26.7N,120.3E,17,13.4,1.8,6.3,17,13.4,1.8,6.3,18,12.4,1.7,6.3,16,11.3,2,6.5
BSG,29,17,26.7N,120.3E,18,12.6,1.8,6.5,18,12.6,1.8,6.5,17,13.4,1.8,6.3,18,12.4,1.7,6.3
BSG,29,18,26.7N,120.3E,17,12.9,2,6.3,17,12.9,2,6.3,18,12.6,1.8,6.5,17,13.4,1.8,6.3
BSG,29,19,26.7N,120.3E,18,11.9,2.5,6.7,18,11.9,2.5,6.7,17,12.9,2,6.3,18,12.6,1.8,6.5
BSG,29,20,26.7N,120.3E,18,11.7,2.2,6,18,11.7,2.2,6,18,11.9,2.5,6.7,17,12.9,2,6.3
BSG,29,21,26.7N,120.3E,19,11,2.2,6.5,19,11,2.2,6.5,18,11.7,2.2,6,18,11.9,2.5,6.7
BSG,29,22,26.7N,120.3E,18,11.7,2.1,6.4,18,11.7,2.1,6.4,19,11,2.2,6.5,18,11.7,2.2,6
BSG,29,23,26.7N,120.3E,12,12.7,2.3,6.6,12,12.7,2.3,6.6,18,11.7,2.1,6.4,19,11,2.2,6.5
BSG,30,0,26.7N,120.3E,10,13.5,2.3,7.1,10,13.5,2.3,7.1,12,12.7,2.3,6.6,18,11.7,2.1,6.4
BSG,30,1,26.7N,120.3E,5,13.4,2,7.5,5,13.4,2,7.5,10,13.5,2.3,7.1,12,12.7,2.3,6.6
BSG,30,2,26.7N,120.3E,2,12.2,2,7.5,2,12.2,2,7.5,5,13.4,2,7.5,10,13.5,2.3,7.1
BSG,30,3,26.7N,120.3E,11,11.2,1.8,7.3,11,11.2,1.8,7.3,2,12.2,2,7.5,5,13.4,2,7.5
BSG,30,4,26.7N,120.3E,8,11,1.7,7.4,8,11,1.7,7.4,11,11.2,1.8,7.3,2,12.2,2,7.5
BSG,30,5,26.7N,120.3E,8,11.1,1.8,7.3,8,11.1,1.8,7.3,8,11,1.7,7.4,11,11.2,1.8,7.3
BSG,30,6,26.7N,120.3E,8,10.4,1.7,7.3,8,10.4,1.7,7.3,8,11.1,1.8,7.3,8,11,1.7,7.4
BSG,30,7,26.7N,120.3E,6,10.6,1.8,7.2,6,10.6,1.8,7.2,8,10.4,1.7,7.3,8,11.1,1.8,7.3
BSG,30,8,26.7N,120.3E,3,10.5,1.8,6.5,3,10.5,1.8,6.5,6,10.6,1.8,7.2,8,10.4,1.7,7.3
BSG,30,9,26.7N,120.3E,5,10.7,1.8,6.4,5,10.7,1.8,6.4,3,10.5,1.8,6.5,6,10.6,1.8,7.2
BSG,30,10,26.7N,120.3E,7,11,2,6.8,7,11,2,6.8,5,10.7,1.8,6.4,3,10.5,1.8,6.5
BSG,30,11,26.7N,120.3E,8,11.5,2,6.6,8,11.5,2,6.6,7,11,2,6.8,5,10.7,1.8,6.4
BSG,30,12,26.7N,120.3E,10,10.4,2,6.5,10,10.4,2,6.5,8,11.5,2,6.6,7,11,2,6.8
BSG,30,13,26.7N,120.3E,11,10.7,999.9,999.9,11,10.7,2,6.95,10,10.4,2,6.5,8,11.5,2,6.6
BSG,30,14,26.7N,120.3E,13,10.8,2,7.4,13,10.8,2,7.4,11,10.7,2,6.95,10,10.4,2,6.5
BSG,30,15,26.7N,120.3E,13,10.3,2,7.3,13,10.3,2,7.3,13,10.8,2,7.4,11,10.7,2,6.95
BSG,30,16,26.7N,120.3E,14,9.8,1.9,8,14,9.8,1.9,8,13,10.3,2,7.3,13,10.8,2,7.4
BSG,30,17,26.7N,120.3E,15,10,1.8,7.7,15,10,1.8,7.7,14,9.8,1.9,8,13,10.3,2,7.3
BSG,30,18,26.7N,120.3E,9,8.6,2,8.2,9,8.6,2,8.2,15,10,1.8,7.7,14,9.8,1.9,8
BSG,30,19,26.7N,120.3E,4,9.7,1.8,8.2,4,9.7,1.8,8.2,9,8.6,2,8.2,15,10,1.8,7.7
BSG,30,20,26.7N,120.3E,8,9.5,1.9,7.9,8,9.5,1.9,7.9,4,9.7,1.8,8.2,9,8.6,2,8.2
BSG,30,21,26.7N,120.3E,12,8.1,999.9,999.9,12,8.1,1.9,7.85,8,9.5,1.9,7.9,4,9.7,1.8,8.2
BSG,30,22,26.7N,120.3E,8,9.2,1.9,7.8,8,9.2,1.9,7.8,12,8.1,1.9,7.85,8,9.5,1.9,7.9
BSG,30,23,26.7N,120.3E,5,8.9,1.8,7.9,5,8.9,1.8,7.9,8,9.2,1.9,7.8,12,8.1,1.9,7.85
BSG,1,0,26.7N,120.3E,3,6.7,1.8,8.3,3,6.7,1.8,8.3,5,8.9,1.8,7.9,8,9.2,1.9,7.8
BSG,1,1,26.7N,120.3E,359,7.3,1.8,7.9,359,7.3,1.8,7.9,3,6.7,1.8,8.3,5,8.9,1.8,7.9
BSG,1,2,26.7N,120.3E,356,5.8,1.8,8.3,356,5.8,1.8,8.3,359,7.3,1.8,7.9,3,6.7,1.8,8.3
BSG,1,3,26.7N,120.3E,0,5.8,1.9,8.9,0,5.8,1.9,8.9,356,5.8,1.8,8.3,359,7.3,1.8,7.9
BSG,1,4,26.7N,120.3E,358,5.1,1.6,8.4,358,5.1,1.6,8.4,0,5.8,1.9,8.9,356,5.8,1.8,8.3
BSG,1,5,26.7N,120.3E,359,3.7,1.5,8.1,359,3.7,1.5,8.1,358,5.1,1.6,8.4,0,5.8,1.9,8.9
BSG,1,6,26.7N,120.3E,348,4.2,1.6,8.6,348,4.2,1.6,8.6,359,3.7,1.5,8.1,358,5.1,1.6,8.4
BSG,1,7,26.7N,120.3E,343,3.5,1.5,8.3,343,3.5,1.5,8.3,348,4.2,1.6,8.6,359,3.7,1.5,8.1
BSG,1,8,26.7N,120.3E,330,3.4,1.5,8.8,330,3.4,1.5,8.8,343,3.5,1.5,8.3,348,4.2,1.6,8.6
BSG,1,9,26.7N,120.3E,338,3.1,1.6,8,338,3.1,1.6,8,330,3.4,1.5,8.8,343,3.5,1.5,8.3
BSG,1,10,26.7N,120.3E,327,1.6,1.6,9,327,1.6,1.6,9,338,3.1,1.6,8,330,3.4,1.5,8.8
BSG,1,11,26.7N,120.3E,315,0.5,1.5,8.7,315,0.5,1.5,8.7,327,1.6,1.6,9,338,3.1,1.6,8
BSG,1,12,26.7N,120.3E,334,1.1,1.5,8.4,334,1.1,1.5,8.4,315,0.5,1.5,8.7,327,1.6,1.6,9
BSG,1,13,26.7N,120.3E,347,2.4,1.7,8.8,347,2.4,1.7,8.8,334,1.1,1.5,8.4,315,0.5,1.5,8.7
BSG,1,14,26.7N,120.3E,3,2,1.6,8.7,3,2,1.6,8.7,347,2.4,1.7,8.8,334,1.1,1.5,8.4
BSG,1,15,26.7N,120.3E,333,0.7,1.6,8.8,333,0.7,1.6,8.8,3,2,1.6,8.7,347,2.4,1.7,8.8
BSG,1,16,26.7N,120.3E,99,4.5,1.5,8.5,99,4.5,1.5,8.5,333,0.7,1.6,8.8,3,2,1.6,8.7
BSG,1,17,26.7N,120.3E,121,5,1.5,7.6,121,5,1.5,7.6,99,4.5,1.5,8.5,333,0.7,1.6,8.8
BSG,1,18,26.7N,120.3E,85,5.2,1.5,7.3,85,5.2,1.5,7.3,121,5,1.5,7.6,99,4.5,1.5,8.5
BSG,1,19,26.7N,120.3E,76,5.8,1.4,7.4,76,5.8,1.4,7.4,85,5.2,1.5,7.3,121,5,1.5,7.6
BSG,1,20,26.7N,120.3E,80,5.9,1.6,6.8,80,5.9,1.6,6.8,76,5.8,1.4,7.4,85,5.2,1.5,7.3
BSG,1,21,26.7N,120.3E,48,3.1,1.7,6.3,48,3.1,1.7,6.3,80,5.9,1.6,6.8,76,5.8,1.4,7.4
BSG,1,22,26.7N,120.3E,30,3.8,1.7,6.7,30,3.8,1.7,6.7,48,3.1,1.7,6.3,80,5.9,1.6,6.8
BSG,1,23,26.7N,120.3E,25,5.2,1.8,6.8,25,5.2,1.8,6.8,30,3.8,1.7,6.7,48,3.1,1.7,6.3
BSG,2,0,26.7N,120.3E,19,5.6,1.8,6.8,19,5.6,1.8,6.8,25,5.2,1.8,6.8,30,3.8,1.7,6.7
BSG,2,1,26.7N,120.3E,17,6.3,1.7,6.8,17,6.3,1.7,6.8,19,5.6,1.8,6.8,25,5.2,1.8,6.8
BSG,2,2,26.7N,120.3E,21,6.8,1.7,6.7,21,6.8,1.7,6.7,17,6.3,1.7,6.8,19,5.6,1.8,6.8
BSG,2,3,26.7N,120.3E,17,6.6,1.8,6.8,17,6.6,1.8,6.8,21,6.8,1.7,6.7,17,6.3,1.7,6.8
BSG,2,4,26.7N,120.3E,20,6.1,1.8,6.9,20,6.1,1.8,6.9,17,6.6,1.8,6.8,21,6.8,1.7,6.7
BSG,2,5,26.7N,120.3E,40,4.5,1.9,7.5,40,4.5,1.9,7.5,20,6.1,1.8,6.9,17,6.6,1.8,6.8
BSG,2,6,26.7N,120.3E,18,6.8,1.8,7.4,18,6.8,1.8,7.4,40,4.5,1.9,7.5,20,6.1,1.8,6.9
BSG,2,7,26.7N,120.3E,25,9.1,1.8,7,25,9.1,1.8,7,18,6.8,1.8,7.4,40,4.5,1.9,7.5
BSG,2,8,26.7N,120.3E,21,10.9,2,6.6,21,10.9,2,6.6,25,9.1,1.8,7,18,6.8,1.8,7.4
BSG,2,9,26.7N,120.3E,11,13.9,1.7,6.7,11,13.9,1.7,6.7,21,10.9,2,6.6,25,9.1,1.8,7
BSG,2,10,26.7N,120.3E,11,13.9,1.8,6.8,11,13.9,1.8,6.8,11,13.9,1.7,6.7,21,10.9,2,6.6
BSG,2,11,26.7N,120.3E,12,12,1.7,6.3,12,12,1.7,6.3,11,13.9,1.8,6.8,11,13.9,1.7,6.7
BSG,2,12,26.7N,120.3E,8,10.2,1.6,6.8,8,10.2,1.6,6.8,12,12,1.7,6.3,11,13.9,1.8,6.8
BSG,2,13,26.7N,120.3E,12,8.2,1.8,6.2,12,8.2,1.8,6.2,8,10.2,1.6,6.8,12,12,1.7,6.3
BSG,2,14,26.7N,120.3E,17,6.3,1.8,6.4,17,6.3,1.8,6.4,12,8.2,1.8,6.2,8,10.2,1.6,6.8
BSG,2,15,26.7N,120.3E,19,6.6,1.8,6.3,19,6.6,1.8,6.3,17,6.3,1.8,6.4,12,8.2,1.8,6.2
BSG,2,16,26.7N,120.3E,32,5.6,1.9,6.4,32,5.6,1.9,6.4,19,6.6,1.8,6.3,17,6.3,1.8,6.4
BSG,2,17,26.7N,120.3E,53,5.3,1.8,6.8,53,5.3,1.8,6.8,32,5.6,1.9,6.4,19,6.6,1.8,6.3
BSG,2,18,26.7N,120.3E,65,6.7,1.5,6.5,65,6.7,1.5,6.5,53,5.3,1.8,6.8,32,5.6,1.9,6.4
BSG,2,19,26.7N,120.3E,32,6.6,1.6,6.2,32,6.6,1.6,6.2,65,6.7,1.5,6.5,53,5.3,1.8,6.8
BSG,2,20,26.7N,120.3E,18,7.4,1.6,7,18,7.4,1.6,7,32,6.6,1.6,6.2,65,6.7,1.5,6.5
BSG,2,21,26.7N,120.3E,22,9.7,1.6,6.5,22,9.7,1.6,6.5,18,7.4,1.6,7,32,6.6,1.6,6.2
BSG,2,22,26.7N,120.3E,19,9.9,1.6,6.6,19,9.9,1.6,6.6,22,9.7,1.6,6.5,18,7.4,1.6,7
BSG,2,23,26.7N,120.3E,19,9.7,1.7,6.8,19,9.7,1.7,6.8,19,9.9,1.6,6.6,22,9.7,1.6,6.5
BSG,3,0,26.7N,120.3E,17,8.9,1.8,6.5,17,8.9,1.8,6.5,19,9.7,1.7,6.8,19,9.9,1.6,6.6
BSG,3,1,26.7N,120.3E,19,9.5,1.9,6.6,19,9.5,1.9,6.6,17,8.9,1.8,6.5,19,9.7,1.7,6.8
BSG,3,2,26.7N,120.3E,18,10.9,1.8,6.6,18,10.9,1.8,6.6,19,9.5,1.9,6.6,17,8.9,1.8,6.5
BSG,3,3,26.7N,120.3E,12,11.1,1.8,6.6,12,11.1,1.8,6.6,18,10.9,1.8,6.6,19,9.5,1.9,6.6
BSG,3,4,26.7N,120.3E,16,9.9,1.7,6,16,9.9,1.7,6,12,11.1,1.8,6.6,18,10.9,1.8,6.6
BSG,3,5,26.7N,120.3E,17,10.3,1.7,7.4,17,10.3,1.7,7.4,16,9.9,1.7,6,12,11.1,1.8,6.6
BSG,3,6,26.7N,120.3E,16,10.5,1.6,6.9,16,10.5,1.6,6.9,17,10.3,1.7,7.4,16,9.9,1.7,6
BSG,3,7,26.7N,120.3E,21,10,1.6,7.4,21,10,1.6,7.4,16,10.5,1.6,6.9,17,10.3,1.7,7.4
BSG,3,8,26.7N,120.3E,18,9.8,1.6,6.4,18,9.8,1.6,6.4,21,10,1.6,7.4,16,10.5,1.6,6.9
BSG,3,9,26.7N,120.3E,17,10.9,1.7,5.9,17,10.9,1.7,5.9,18,9.8,1.6,6.4,21,10,1.6,7.4
BSG,3,10,26.7N,120.3E,20,9.8,1.7,6.1,20,9.8,1.7,6.1,17,10.9,1.7,5.9,18,9.8,1.6,6.4
BSG,3,11,26.7N,120.3E,19,9.5,1.7,6.2,19,9.5,1.7,6.2,20,9.8,1.7,6.1,17,10.9,1.7,5.9
BSG,3,12,26.7N,120.3E,13,10.2,1.7,6.4,13,10.2,1.7,6.4,19,9.5,1.7,6.2,20,9.8,1.7,6.1
BSG,3,13,26.7N,120.3E,12,10.7,1.7,6.1,12,10.7,1.7,6.1,13,10.2,1.7,6.4,19,9.5,1.7,6.2
BSG,3,14,26.7N,120.3E,11,11.5,1.5,6.3,11,11.5,1.5,6.3,12,10.7,1.7,6.1,13,10.2,1.7,6.4
BSG,3,15,26.7N,120.3E,12,10.4,1.5,6.6,12,10.4,1.5,6.6,11,11.5,1.5,6.3,12,10.7,1.7,6.1
BSG,3,16,26.7N,120.3E,13,9.1,1.7,6.6,13,9.1,1.7,6.6,12,10.4,1.5,6.6,11,11.5,1.5,6.3
BSG,3,17,26.7N,120.3E,16,8.8,1.4,6.6,16,8.8,1.4,6.6,13,9.1,1.7,6.6,12,10.4,1.5,6.6
BSG,3,18,26.7N,120.3E,18,9.5,1.5,6.5,18,9.5,1.5,6.5,16,8.8,1.4,6.6,13,9.1,1.7,6.6
BSG,3,19,26.7N,120.3E,19,8.5,1.5,6.8,19,8.5,1.5,6.8,18,9.5,1.5,6.5,16,8.8,1.4,6.6
BSG,3,20,26.7N,120.3E,19,6.5,1.5,6.8,19,6.5,1.5,6.8,19,8.5,1.5,6.8,18,9.5,1.5,6.5
BSG,3,21,26.7N,120.3E,31,5.4,1.5,6.3,31,5.4,1.5,6.3,19,6.5,1.5,6.8,19,8.5,1.5,6.8
BSG,3,22,26.7N,120.3E,59,4.6,1.5,6.6,59,4.6,1.5,6.6,31,5.4,1.5,6.3,19,6.5,1.5,6.8
BSG,3,23,26.7N,120.3E,28,5.7,1.6,6,28,5.7,1.6,6,59,4.6,1.5,6.6,31,5.4,1.5,6.3
BSG,4,0,26.7N,120.3E,19,7.7,1.5,6,19,7.7,1.5,6,28,5.7,1.6,6,59,4.6,1.5,6.6
BSG,4,1,26.7N,120.3E,23,7.1,1.6,5.9,23,7.1,1.6,5.9,19,7.7,1.5,6,28,5.7,1.6,6
BSG,4,2,26.7N,120.3E,21,8.2,1.6,5.9,21,8.2,1.6,5.9,23,7.1,1.6,5.9,19,7.7,1.5,6
BSG,4,3,26.7N,120.3E,12,9.2,1.5,5.9,12,9.2,1.5,5.9,21,8.2,1.6,5.9,23,7.1,1.6,5.9
BSG,4,4,26.7N,120.3E,12,9.3,1.5,6.6,12,9.3,1.5,6.6,12,9.2,1.5,5.9,21,8.2,1.6,5.9
BSG,4,5,26.7N,120.3E,18,9.4,1.5,6.6,18,9.4,1.5,6.6,12,9.3,1.5,6.6,12,9.2,1.5,5.9
BSG,4,6,26.7N,120.3E,15,10.2,1.4,7.2,15,10.2,1.4,7.2,18,9.4,1.5,6.6,12,9.3,1.5,6.6
BSG,4,7,26.7N,120.3E,9,11.2,1.3,6.5,9,11.2,1.3,6.5,15,10.2,1.4,7.2,18,9.4,1.5,6.6
BSG,4,8,26.7N,120.3E,16,9.5,1.4,5.5,16,9.5,1.4,5.5,9,11.2,1.3,6.5,15,10.2,1.4,7.2
BSG,4,9,26.7N,120.3E,10,10.6,1.5,5.6,10,10.6,1.5,5.6,16,9.5,1.4,5.5,9,11.2,1.3,6.5
BSG,4,10,26.7N,120.3E,9,10.8,1.7,5.8,9,10.8,1.7,5.8,10,10.6,1.5,5.6,16,9.5,1.4,5.5
BSG,4,11,26.7N,120.3E,13,10.2,1.5,6.3,13,10.2,1.5,6.3,9,10.8,1.7,5.8,10,10.6,1.5,5.6
BSG,4,12,26.7N,120.3E,14,10.9,1.6,6,14,10.9,1.6,6,13,10.2,1.5,6.3,9,10.8,1.7,5.8
BSG,4,13,26.7N,120.3E,17,11.3,1.7,6.2,17,11.3,1.7,6.2,14,10.9,1.6,6,13,10.2,1.5,6.3
BSG,4,14,26.7N,120.3E,17,10.3,1.7,6.4,17,10.3,1.7,6.4,17,11.3,1.7,6.2,14,10.9,1.6,6
BSG,4,15,26.7N,120.3E,16,11.9,1.6,5.9,16,11.9,1.6,5.9,17,10.3,1.7,6.4,17,11.3,1.7,6.2
BSG,4,16,26.7N,120.3E,17,11.3,1.7,6.2,17,11.3,1.7,6.2,16,11.9,1.6,5.9,17,10.3,1.7,6.4
BSG,4,17,26.7N,120.3E,34,5.5,1.6,6.2,34,5.5,1.6,6.2,17,11.3,1.7,6.2,16,11.9,1.6,5.9
BSG,4,18,26.7N,120.3E,60,5.6,1.8,6.4,60,5.6,1.8,6.4,34,5.5,1.6,6.2,17,11.3,1.7,6.2
BSG,4,19,26.7N,120.3E,43,5.1,1.7,6.1,43,5.1,1.7,6.1,60,5.6,1.8,6.4,34,5.5,1.6,6.2
BSG,4,20,26.7N,120.3E,34,6,1.7,6.4,34,6,1.7,6.4,43,5.1,1.7,6.1,60,5.6,1.8,6.4
BSG,4,21,26.7N,120.3E,20,7.7,1.9,6.1,20,7.7,1.9,6.1,34,6,1.7,6.4,43,5.1,1.7,6.1
BSG,4,22,26.7N,120.3E,16,7.8,1.8,6.3,16,7.8,1.8,6.3,20,7.7,1.9,6.1,34,6,1.7,6.4
BSG,4,23,26.7N,120.3E,20,9.1,1.9,6.1,20,9.1,1.9,6.1,16,7.8,1.8,6.3,20,7.7,1.9,6.1
BSG,5,0,26.7N,120.3E,15,8.9,2,6.4,15,8.9,2,6.4,20,9.1,1.9,6.1,16,7.8,1.8,6.3
BSG,5,1,26.7N,120.3E,19,11.2,1.8,6.1,19,11.2,1.8,6.1,15,8.9,2,6.4,20,9.1,1.9,6.1
BSG,5,2,26.7N,120.3E,19,12.9,1.9,6.2,19,12.9,1.9,6.2,19,11.2,1.8,6.1,15,8.9,2,6.4
BSG,5,3,26.7N,120.3E,17,12.5,1.9,6,17,12.5,1.9,6,19,12.9,1.9,6.2,19,11.2,1.8,6.1
BSG,5,4,26.7N,120.3E,14,11.4,1.8,5.7,14,11.4,1.8,5.7,17,12.5,1.9,6,19,12.9,1.9,6.2
BSG,5,5,26.7N,120.3E,15,10.8,1.6,5.3,15,10.8,1.6,5.3,14,11.4,1.8,5.7,17,12.5,1.9,6
BSG,5,6,26.7N,120.3E,15,12.5,1.9,6.1,15,12.5,1.9,6.1,15,10.8,1.6,5.3,14,11.4,1.8,5.7
BSG,5,7,26.7N,120.3E,17,12.8,1.8,5.7,17,12.8,1.8,5.7,15,12.5,1.9,6.1,15,10.8,1.6,5.3
BSG,5,8,26.7N,120.3E,16,13.8,1.8,6.3,16,13.8,1.8,6.3,17,12.8,1.8,5.7,15,12.5,1.9,6.1
BSG,5,9,26.7N,120.3E,15,13,1.8,6,15,13,1.8,6,16,13.8,1.8,6.3,17,12.8,1.8,5.7
BSG,5,10,26.7N,120.3E,13,15.9,1.8,5.8,13,15.9,1.8,5.8,15,13,1.8,6,16,13.8,1.8,6.3
BSG,5,11,26.7N,120.3E,9,14.5,1.9,6.3,9,14.5,1.9,6.3,13,15.9,1.8,5.8,15,13,1.8,6
BSG,5,12,26.7N,120.3E,17,15.2,1.9,5.8,17,15.2,1.9,5.8,9,14.5,1.9,6.3,13,15.9,1.8,5.8
BSG,5,13,26.7N,120.3E,6,12.9,1.9,6.5,6,12.9,1.9,6.5,17,15.2,1.9,5.8,9,14.5,1.9,6.3
BSG,5,14,26.7N,120.3E,5,11.8,2.1,6.1,5,11.8,2.1,6.1,6,12.9,1.9,6.5,17,15.2,1.9,5.8
BSG,5,15,26.7N,120.3E,8,12.6,2.1,6.1,8,12.6,2.1,6.1,5,11.8,2.1,6.1,6,12.9,1.9,6.5
BSG,5,16,26.7N,120.3E,12,13.5,2.1,6,12,13.5,2.1,6,8,12.6,2.1,6.1,5,11.8,2.1,6.1
BSG,5,17,26.7N,120.3E,10,11.7,2,5.8,10,11.7,2,5.8,12,13.5,2.1,6,8,12.6,2.1,6.1
BSG,5,18,26.7N,120.3E,15,14.1,2,6.2,15,14.1,2,6.2,10,11.7,2,5.8,12,13.5,2.1,6
BSG,5,19,26.7N,120.3E,15,13.3,1.8,6,15,13.3,1.8,6,15,14.1,2,6.2,10,11.7,2,5.8
BSG,5,20,26.7N,120.3E,14,13.9,2.1,6.4,14,13.9,2.1,6.4,15,13.3,1.8,6,15,14.1,2,6.2
BSG,5,21,26.7N,120.3E,10,12.7,2.1,6.4,10,12.7,2.1,6.4,14,13.9,2.1,6.4,15,13.3,1.8,6
BSG,5,22,26.7N,120.3E,10,12.5,2.2,6.3,10,12.5,2.2,6.3,10,12.7,2.1,6.4,14,13.9,2.1,6.4
BSG,5,23,26.7N,120.3E,12,14.2,2.3,6.5,12,14.2,2.3,6.5,10,12.5,2.2,6.3,10,12.7,2.1,6.4
