站点,日期,时间,纬度,经度,风向,风速,浪高,周期,修正风向,修正风速,修正浪高,修正周期,1小时前修正风向,1小时前修正风速,1小时前修正浪高,1小时前修正周期,2小时前修正风向,2小时前修正风速,2小时前修正浪高,2小时前修正周期
BSG,6,0,26.7N,120.3E,10,15.3,2,6.2,10,15.3,2,6.2,12,14.2,2.3,6.5,10,12.5,2.2,6.3
BSG,6,1,26.7N,120.3E,10,16.4,2.1,5.9,10,16.4,2.1,5.9,10,15.3,2,6.2,12,14.2,2.3,6.5
BSG,6,2,26.7N,120.3E,9,18,2,6.3,9,18,2,6.3,10,16.4,2.1,5.9,10,15.3,2,6.2
BSG,6,3,26.7N,120.3E,10,17.2,2,6.2,10,17.2,2,6.2,9,18,2,6.3,10,16.4,2.1,5.9
BSG,6,4,26.7N,120.3E,6,15,2.2,5.4,6,15,2.2,5.4,10,17.2,2,6.2,9,18,2,6.3
BSG,6,5,26.7N,120.3E,8,15.2,2.2,7.3,8,15.2,2.2,7.3,6,15,2.2,5.4,10,17.2,2,6.2
BSG,6,6,26.7N,120.3E,1,13.2,2.2,6.4,1,13.2,2.2,6.4,8,15.2,2.2,7.3,6,15,2.2,5.4
BSG,6,7,26.7N,120.3E,0,14.4,2.4,6.5,0,14.4,2.4,6.5,1,13.2,2.2,6.4,8,15.2,2.2,7.3
BSG,6,8,26.7N,120.3E,356,13.2,2.1,5.6,356,13.2,2.1,5.6,0,14.4,2.4,6.5,1,13.2,2.2,6.4
BSG,6,9,26.7N,120.3E,7,13.9,2.3,6.7,7,13.9,2.3,6.7,356,13.2,2.1,5.6,0,14.4,2.4,6.5
BSG,6,10,26.7N,120.3E,0,13.9,2.5,6.5,0,13.9,2.5,6.5,7,13.9,2.3,6.7,356,13.2,2.1,5.6
BSG,6,11,26.7N,120.3E,8,15.6,2.7,6.9,8,15.6,2.7,6.9,0,13.9,2.5,6.5,7,13.9,2.3,6.7
BSG,6,12,26.7N,120.3E,11,15.7,2.5,6.5,11,15.7,2.5,6.5,8,15.6,2.7,6.9,0,13.9,2.5,6.5
BSG,6,13,26.7N,120.3E,359,15.7,2.7,6.9,359,15.7,2.7,6.9,11,15.7,2.5,6.5,8,15.6,2.7,6.9
BSG,6,14,26.7N,120.3E,5,16.7,2.9,6.3,5,16.7,2.9,6.3,359,15.7,2.7,6.9,11,15.7,2.5,6.5
BSG,6,15,26.7N,120.3E,9,18,2.8,7.1,9,18,2.8,7.1,5,16.7,2.9,6.3,359,15.7,2.7,6.9
BSG,6,16,26.7N,120.3E,10,19.4,3,7.9,10,19.4,3,7.9,9,18,2.8,7.1,5,16.7,2.9,6.3
BSG,6,17,26.7N,120.3E,10,21.3,2.7,6.8,10,21.3,2.7,6.8,10,19.4,3,7.9,9,18,2.8,7.1
BSG,6,18,26.7N,120.3E,7,16.8,2.9,7.7,7,16.8,2.9,7.7,10,21.3,2.7,6.8,10,19.4,3,7.9
BSG,6,19,26.7N,120.3E,0,15,3,7.7,0,15,3,7.7,7,16.8,2.9,7.7,10,21.3,2.7,6.8
BSG,6,20,26.7N,120.3E,16,15.4,3,8,16,15.4,3,8,0,15,3,7.7,7,16.8,2.9,7.7
BSG,6,21,26.7N,120.3E,16,15.8,3.2,7.7,16,15.8,3.2,7.7,16,15.4,3,8,0,15,3,7.7
BSG,6,22,26.7N,120.3E,17,15.4,3,6.9,17,15.4,3,6.9,16,15.8,3.2,7.7,16,15.4,3,8
BSG,6,23,26.7N,120.3E,20,15.3,2.7,7,20,15.3,2.7,7,17,15.4,3,6.9,16,15.8,3.2,7.7
BSG,7,0,26.7N,120.3E,15,16,2.5,7.4,15,16,2.5,7.4,20,15.3,2.7,7,17,15.4,3,6.9
BSG,7,1,26.7N,120.3E,11,16,2.4,7.3,11,16,2.4,7.3,15,16,2.5,7.4,20,15.3,2.7,7
BSG,7,2,26.7N,120.3E,4,13.5,2.2,6.9,4,13.5,2.2,6.9,11,16,2.4,7.3,15,16,2.5,7.4
BSG,7,3,26.7N,120.3E,7,13.1,2.4,7.2,7,13.1,2.4,7.2,4,13.5,2.2,6.9,11,16,2.4,7.3
BSG,7,4,26.7N,120.3E,354,13.7,2.2,6,354,13.7,2.2,6,7,13.1,2.4,7.2,4,13.5,2.2,6.9
BSG,7,5,26.7N,120.3E,356,13.4,2.3,6.3,356,13.4,2.3,6.3,354,13.7,2.2,6,7,13.1,2.4,7.2
BSG,7,6,26.7N,120.3E,355,14.1,2.2,6.4,355,14.1,2.2,6.4,356,13.4,2.3,6.3,354,13.7,2.2,6
BSG,7,7,26.7N,120.3E,355,13.1,2.2,6.2,355,13.1,2.2,6.2,355,14.1,2.2,6.4,356,13.4,2.3,6.3
BSG,7,8,26.7N,120.3E,356,12.5,2.1,6.6,356,12.5,2.1,6.6,355,13.1,2.2,6.2,355,14.1,2.2,6.4
BSG,7,9,26.7N,120.3E,4,13,2,7.2,4,13,2,7.2,356,12.5,2.1,6.6,355,13.1,2.2,6.2
BSG,7,10,26.7N,120.3E,359,11.1,2.1,7.3,359,11.1,2.1,7.3,4,13,2,7.2,356,12.5,2.1,6.6
BSG,7,11,26.7N,120.3E,6,11.6,2.2,5.9,6,11.6,2.2,5.9,359,11.1,2.1,7.3,4,13,2,7.2
BSG,7,12,26.7N,120.3E,6,11.3,2.3,7.6,6,11.3,2.3,7.6,6,11.6,2.2,5.9,359,11.1,2.1,7.3
BSG,7,13,26.7N,120.3E,9,11.5,2,6.7,9,11.5,2,6.7,6,11.3,2.3,7.6,6,11.6,2.2,5.9
BSG,7,14,26.7N,120.3E,13,12.8,2.2,6.8,13,12.8,2.2,6.8,9,11.5,2,6.7,6,11.3,2.3,7.6
BSG,7,15,26.7N,120.3E,13,11.9,2.2,7.6,13,11.9,2.2,7.6,13,12.8,2.2,6.8,9,11.5,2,6.7
BSG,7,16,26.7N,120.3E,14,11.2,2,7.1,14,11.2,2,7.1,13,11.9,2.2,7.6,13,12.8,2.2,6.8
BSG,7,17,26.7N,120.3E,12,11.7,2.1,6.1,12,11.7,2.1,6.1,14,11.2,2,7.1,13,11.9,2.2,7.6
BSG,7,18,26.7N,120.3E,18,11.2,2,7,18,11.2,2,7,12,11.7,2.1,6.1,14,11.2,2,7.1
BSG,7,19,26.7N,120.3E,19,12.1,2.1,6.6,19,12.1,2.1,6.6,18,11.2,2,7,12,11.7,2.1,6.1
BSG,7,20,26.7N,120.3E,20,10.6,2,7.2,20,10.6,2,7.2,19,12.1,2.1,6.6,18,11.2,2,7
BSG,7,21,26.7N,120.3E,23,6.7,2,7.8,23,6.7,2,7.8,20,10.6,2,7.2,19,12.1,2.1,6.6
BSG,7,22,26.7N,120.3E,17,6.8,2.1,7.8,17,6.8,2.1,7.8,23,6.7,2,7.8,20,10.6,2,7.2
BSG,7,23,26.7N,120.3E,23,8.1,2.1,7.7,23,8.1,2.1,7.7,17,6.8,2.1,7.8,23,6.7,2,7.8
BSG,8,0,26.7N,120.3E,18,8.9,2,7.3,18,8.9,2,7.3,23,8.1,2.1,7.7,17,6.8,2.1,7.8
BSG,8,1,26.7N,120.3E,17,10.6,2.1,6.9,17,10.6,2.1,6.9,18,8.9,2,7.3,23,8.1,2.1,7.7
BSG,8,2,26.7N,120.3E,18,11,2,7.2,18,11,2,7.2,17,10.6,2.1,6.9,18,8.9,2,7.3
BSG,8,3,26.7N,120.3E,12,12,2,8.2,12,12,2,8.2,18,11,2,7.2,17,10.6,2.1,6.9
BSG,8,4,26.7N,120.3E,3,11.2,1.9,8,3,11.2,1.9,8,12,12,2,8.2,18,11,2,7.2
BSG,8,5,26.7N,120.3E,358,9.1,2.1,8.4,358,9.1,2.1,8.4,3,11.2,1.9,8,12,12,2,8.2
BSG,8,6,26.7N,120.3E,8,8.5,2.1,8.6,8,8.5,2.1,8.6,358,9.1,2.1,8.4,3,11.2,1.9,8
BSG,8,7,26.7N,120.3E,7,9.5,2,8.4,7,9.5,2,8.4,8,8.5,2.1,8.6,358,9.1,2.1,8.4
BSG,8,8,26.7N,120.3E,9,9.9,2,8.4,9,9.9,2,8.4,7,9.5,2,8.4,8,8.5,2.1,8.6
BSG,8,9,26.7N,120.3E,0,7.9,1.9,8.9,0,7.9,1.9,8.9,9,9.9,2,8.4,7,9.5,2,8.4
BSG,8,10,26.7N,120.3E,359,7.4,1.8,9,359,7.4,1.8,9,0,7.9,1.9,8.9,9,9.9,2,8.4
BSG,8,11,26.7N,120.3E,359,7,1.7,9.6,359,7,1.7,9.6,359,7.4,1.8,9,0,7.9,1.9,8.9
BSG,8,12,26.7N,120.3E,4,6.6,1.5,8.9,4,6.6,1.5,8.9,359,7,1.7,9.6,359,7.4,1.8,9
BSG,8,13,26.7N,120.3E,8,6.3,1.6,9.1,8,6.3,1.6,9.1,4,6.6,1.5,8.9,359,7,1.7,9.6
BSG,8,14,26.7N,120.3E,15,6.3,1.5,8,15,6.3,1.5,8,8,6.3,1.6,9.1,4,6.6,1.5,8.9
BSG,8,15,26.7N,120.3E,11,7.4,1.4,8,11,7.4,1.4,8,15,6.3,1.5,8,8,6.3,1.6,9.1
BSG,8,16,26.7N,120.3E,12,7.2,1.4,7.9,12,7.2,1.4,7.9,11,7.4,1.4,8,15,6.3,1.5,8
BSG,8,17,26.7N,120.3E,28,4.9,1.9,8.9,28,4.9,1.9,8.9,12,7.2,1.4,7.9,11,7.4,1.4,8
BSG,8,18,26.7N,120.3E,50,3.8,1.5,7.3,50,3.8,1.5,7.3,28,4.9,1.9,8.9,12,7.2,1.4,7.9
BSG,8,19,26.7N,120.3E,65,3.4,1.7,8.3,65,3.4,1.7,8.3,50,3.8,1.5,7.3,28,4.9,1.9,8.9
BSG,8,20,26.7N,120.3E,74,5.6,1.4,7.2,74,5.6,1.4,7.2,65,3.4,1.7,8.3,50,3.8,1.5,7.3
BSG,8,21,26.7N,120.3E,83,6.7,1.5,7.6,83,6.7,1.5,7.6,74,5.6,1.4,7.2,65,3.4,1.7,8.3
BSG,8,22,26.7N,120.3E,54,3.9,1.5,8.2,54,3.9,1.5,8.2,83,6.7,1.5,7.6,74,5.6,1.4,7.2
BSG,8,23,26.7N,120.3E,27,3.7,1.4,8.1,27,3.7,1.4,8.1,54,3.9,1.5,8.2,83,6.7,1.5,7.6
BSG,9,0,26.7N,120.3E,18,5,1.2,7.9,18,5,1.2,7.9,27,3.7,1.4,8.1,54,3.9,1.5,8.2
BSG,9,1,26.7N,120.3E,25,5,1.2,8.1,25,5,1.2,8.1,18,5,1.2,7.9,27,3.7,1.4,8.1
BSG,9,2,26.7N,120.3E,4,6.9,1.3,7.8,4,6.9,1.3,7.8,25,5,1.2,8.1,18,5,1.2,7.9
BSG,9,3,26.7N,120.3E,357,6,1.2,7.3,357,6,1.2,7.3,4,6.9,1.3,7.8,25,5,1.2,8.1
BSG,9,4,26.7N,120.3E,355,6.6,1.2,6.6,355,6.6,1.2,6.6,357,6,1.2,7.3,4,6.9,1.3,7.8
BSG,9,5,26.7N,120.3E,352,6.4,1.2,7.3,352,6.4,1.2,7.3,355,6.6,1.2,6.6,357,6,1.2,7.3
BSG,9,6,26.7N,120.3E,349,6.7,1.3,7.4,349,6.7,1.3,7.4,352,6.4,1.2,7.3,355,6.6,1.2,6.6
BSG,9,7,26.7N,120.3E,352,7.1,1.4,8,352,7.1,1.4,8,349,6.7,1.3,7.4,352,6.4,1.2,7.3
BSG,9,8,26.7N,120.3E,352,7,1.4,6.4,352,7,1.4,6.4,352,7.1,1.4,8,349,6.7,1.3,7.4
BSG,9,9,26.7N,120.3E,343,6.4,1.4,8.2,343,6.4,1.4,8.2,352,7,1.4,6.4,352,7.1,1.4,8
BSG,9,10,26.7N,120.3E,339,7.3,1.2,8.2,339,7.3,1.2,8.2,343,6.4,1.4,8.2,352,7,1.4,6.4
BSG,9,11,26.7N,120.3E,339,6.5,1.2,7,339,6.5,1.2,7,339,7.3,1.2,8.2,343,6.4,1.4,8.2
BSG,9,12,26.7N,120.3E,341,6.8,1.1,8.7,341,6.8,1.1,8.7,339,6.5,1.2,7,339,7.3,1.2,8.2
BSG,9,13,26.7N,120.3E,350,5.4,1.1,8.8,350,5.4,1.1,8.8,341,6.8,1.1,8.7,339,6.5,1.2,7
BSG,9,14,26.7N,120.3E,352,5.1,1.1,8.5,352,5.1,1.1,8.5,350,5.4,1.1,8.8,341,6.8,1.1,8.7
BSG,9,15,26.7N,120.3E,359,5,1,7.6,359,5,1,7.6,352,5.1,1.1,8.5,350,5.4,1.1,8.8
BSG,9,16,26.7N,120.3E,4,5.5,1,8.3,4,5.5,1,8.3,359,5,1,7.6,352,5.1,1.1,8.5
BSG,9,17,26.7N,120.3E,3,5.2,1,8.3,3,5.2,1,8.3,4,5.5,1,8.3,359,5,1,7.6
BSG,9,18,26.7N,120.3E,11,4.5,1.2,7.9,11,4.5,1.2,7.9,3,5.2,1,8.3,4,5.5,1,8.3
BSG,9,19,26.7N,120.3E,37,5.2,1.1,8.2,37,5.2,1.1,8.2,11,4.5,1.2,7.9,3,5.2,1,8.3
BSG,9,20,26.7N,120.3E,37,3.8,1.2,8,37,3.8,1.2,8,37,5.2,1.1,8.2,11,4.5,1.2,7.9
BSG,9,21,26.7N,120.3E,29,4.4,1.2,8.2,29,4.4,1.2,8.2,37,3.8,1.2,8,37,5.2,1.1,8.2
BSG,9,22,26.7N,120.3E,20,3.9,1.1,7.4,20,3.9,1.1,7.4,29,4.4,1.2,8.2,37,3.8,1.2,8
BSG,9,23,26.7N,120.3E,17,5,1.1,7.6,17,5,1.1,7.6,20,3.9,1.1,7.4,29,4.4,1.2,8.2
BSG,10,0,26.7N,120.3E,20,5.4,1,7.1,20,5.4,1,7.1,17,5,1.1,7.6,20,3.9,1.1,7.4
BSG,10,1,26.7N,120.3E,10,6.2,1,7.8,10,6.2,1,7.8,20,5.4,1,7.1,17,5,1.1,7.6
BSG,10,2,26.7N,120.3E,12,6.1,1,8.4,12,6.1,1,8.4,10,6.2,1,7.8,20,5.4,1,7.1
BSG,10,3,26.7N,120.3E,9,5.3,0.9,7.6,9,5.3,0.9,7.6,12,6.1,1,8.4,10,6.2,1,7.8
BSG,10,4,26.7N,120.3E,359,5.9,0.8,7.3,359,5.9,0.8,7.3,9,5.3,0.9,7.6,12,6.1,1,8.4
BSG,10,5,26.7N,120.3E,352,5.9,1,5.8,352,5.9,1,5.8,359,5.9,0.8,7.3,9,5.3,0.9,7.6
BSG,10,6,26.7N,120.3E,352,5.4,1.1,6.3,352,5.4,1.1,6.3,352,5.9,1,5.8,359,5.9,0.8,7.3
BSG,10,7,26.7N,120.3E,355,6.1,1,6.7,355,6.1,1,6.7,352,5.4,1.1,6.3,352,5.9,1,5.8
BSG,10,8,26.7N,120.3E,351,5.8,1,5.8,351,5.8,1,5.8,355,6.1,1,6.7,352,5.4,1.1,6.3
BSG,10,9,26.7N,120.3E,347,5.7,0.9,6.7,347,5.7,0.9,6.7,351,5.8,1,5.8,355,6.1,1,6.7
BSG,10,10,26.7N,120.3E,347,6.2,0.9,6.9,347,6.2,0.9,6.9,347,5.7,0.9,6.7,351,5.8,1,5.8
BSG,10,11,26.7N,120.3E,346,5.5,0.8,6,346,5.5,0.8,6,347,6.2,0.9,6.9,347,5.7,0.9,6.7
BSG,10,12,26.7N,120.3E,342,5.8,0.8,7.1,342,5.8,0.8,7.1,346,5.5,0.8,6,347,6.2,0.9,6.9
BSG,10,13,26.7N,120.3E,343,5.8,0.9,7.1,343,5.8,0.9,7.1,342,5.8,0.8,7.1,346,5.5,0.8,6
BSG,10,14,26.7N,120.3E,352,5.1,0.9,7.3,352,5.1,0.9,7.3,343,5.8,0.9,7.1,342,5.8,0.8,7.1
BSG,10,15,26.7N,120.3E,358,3.5,999.9,999.9,358,3.5,0.9,7.05,352,5.1,0.9,7.3,343,5.8,0.9,7.1
BSG,10,16,26.7N,120.3E,23,4.8,0.9,6.8,23,4.8,0.9,6.8,358,3.5,0.9,7.05,352,5.1,0.9,7.3
BSG,10,17,26.7N,120.3E,9,4.1,0.8,5.1,9,4.1,0.8,5.1,23,4.8,0.9,6.8,358,3.5,0.9,7.05
BSG,10,18,26.7N,120.3E,37,4.8,1,7,37,4.8,1,7,9,4.1,0.8,5.1,23,4.8,0.9,6.8
BSG,10,19,26.7N,120.3E,35,4.4,1.1,7.3,35,4.4,1.1,7.3,37,4.8,1,7,9,4.1,0.8,5.1
BSG,10,20,26.7N,120.3E,26,5.4,1,7.6,26,5.4,1,7.6,35,4.4,1.1,7.3,37,4.8,1,7
BSG,10,21,26.7N,120.3E,38,5,1.1,7.7,38,5,1.1,7.7,26,5.4,1,7.6,35,4.4,1.1,7.3
BSG,10,22,26.7N,120.3E,22,5.7,1.1,7.9,22,5.7,1.1,7.9,38,5,1.1,7.7,26,5.4,1,7.6
BSG,10,23,26.7N,120.3E,14,5.7,1.1,8.3,14,5.7,1.1,8.3,22,5.7,1.1,7.9,38,5,1.1,7.7
BSG,11,0,26.7N,120.3E,14,4.9,1,8.5,14,4.9,1,8.5,14,5.7,1.1,8.3,22,5.7,1.1,7.9
BSG,11,1,26.7N,120.3E,358,3.1,1.1,7.8,358,3.1,1.1,7.8,14,4.9,1,8.5,14,5.7,1.1,8.3
BSG,11,2,26.7N,120.3E,341,4.9,1.1,8.2,341,4.9,1.1,8.2,358,3.1,1.1,7.8,14,4.9,1,8.5
BSG,11,3,26.7N,120.3E,342,4.8,1,8,342,4.8,1,8,341,4.9,1.1,8.2,358,3.1,1.1,7.8
BSG,11,4,26.7N,120.3E,345,5.6,0.9,8.2,345,5.6,0.9,8.2,342,4.8,1,8,341,4.9,1.1,8.2
BSG,11,5,26.7N,120.3E,355,2.9,1.1,7.8,355,2.9,1.1,7.8,345,5.6,0.9,8.2,342,4.8,1,8
BSG,11,6,26.7N,120.3E,2,3.1,1,6.9,2,3.1,1,6.9,355,2.9,1.1,7.8,345,5.6,0.9,8.2
BSG,11,7,26.7N,120.3E,337,4.4,1.2,7,337,4.4,1.2,7,2,3.1,1,6.9,355,2.9,1.1,7.8
BSG,11,8,26.7N,120.3E,355,2.8,1.1,7.4,355,2.8,1.1,7.4,337,4.4,1.2,7,2,3.1,1,6.9
BSG,11,9,26.7N,120.3E,359,2.9,1.3,7.2,359,2.9,1.3,7.2,355,2.8,1.1,7.4,337,4.4,1.2,7
BSG,11,10,26.7N,120.3E,350,3,1.2,7.3,350,3,1.2,7.3,359,2.9,1.3,7.2,355,2.8,1.1,7.4
BSG,11,11,26.7N,120.3E,355,3.4,1.3,7.4,355,3.4,1.3,7.4,350,3,1.2,7.3,359,2.9,1.3,7.2
BSG,11,12,26.7N,120.3E,348,4.3,1.2,7.5,348,4.3,1.2,7.5,355,3.4,1.3,7.4,350,3,1.2,7.3
BSG,11,13,26.7N,120.3E,354,3.6,1.2,7.8,354,3.6,1.2,7.8,348,4.3,1.2,7.5,355,3.4,1.3,7.4
BSG,11,14,26.7N,120.3E,0,3.6,1.3,8,0,3.6,1.3,8,354,3.6,1.2,7.8,348,4.3,1.2,7.5
BSG,11,15,26.7N,120.3E,4,4.6,1.1,7.5,4,4.6,1.1,7.5,0,3.6,1.3,8,354,3.6,1.2,7.8
BSG,11,16,26.7N,120.3E,10,5.7,1.1,7.3,10,5.7,1.1,7.3,4,4.6,1.1,7.5,0,3.6,1.3,8
BSG,11,17,26.7N,120.3E,9,6.1,1.1,6.5,9,6.1,1.1,6.5,10,5.7,1.1,7.3,4,4.6,1.1,7.5
BSG,11,18,26.7N,120.3E,14,4.5,1.3,6.8,14,4.5,1.3,6.8,9,6.1,1.1,6.5,10,5.7,1.1,7.3
BSG,11,19,26.7N,120.3E,57,3.5,1.3,7.2,57,3.5,1.3,7.2,14,4.5,1.3,6.8,9,6.1,1.1,6.5
BSG,11,20,26.7N,120.3E,81,6.4,1.4,6.5,81,6.4,1.4,6.5,57,3.5,1.3,7.2,14,4.5,1.3,6.8
BSG,11,21,26.7N,120.3E,82,6,1.4,7,82,6,1.4,7,81,6.4,1.4,6.5,57,3.5,1.3,7.2
BSG,11,22,26.7N,120.3E,50,2.2,1.5,6.9,50,2.2,1.5,6.9,82,6,1.4,7,81,6.4,1.4,6.5
BSG,11,23,26.7N,120.3E,19,4.4,1.4,6.8,19,4.4,1.4,6.8,50,2.2,1.5,6.9,82,6,1.4,7
BSG,12,0,26.7N,120.3E,20,7.7,1.4,6.4,20,7.7,1.4,6.4,19,4.4,1.4,6.8,50,2.2,1.5,6.9
BSG,12,1,26.7N,120.3E,18,7.7,1.5,6.7,18,7.7,1.5,6.7,20,7.7,1.4,6.4,19,4.4,1.4,6.8
BSG,12,2,26.7N,120.3E,17,8.5,1.8,6.7,17,8.5,1.8,6.7,18,7.7,1.5,6.7,20,7.7,1.4,6.4
BSG,12,3,26.7N,120.3E,11,7.4,1.8,6.4,11,7.4,1.8,6.4,17,8.5,1.8,6.7,18,7.7,1.5,6.7
BSG,12,4,26.7N,120.3E,16,6.8,1.8,6.6,16,6.8,1.8,6.6,11,7.4,1.8,6.4,17,8.5,1.8,6.7
BSG,12,5,26.7N,120.3E,16,9.9,1.9,6.5,16,9.9,1.9,6.5,16,6.8,1.8,6.6,11,7.4,1.8,6.4
BSG,12,6,26.7N,120.3E,17,9.8,1.8,6.1,17,9.8,1.8,6.1,16,9.9,1.9,6.5,16,6.8,1.8,6.6
BSG,12,7,26.7N,120.3E,17,9.1,1.8,6,17,9.1,1.8,6,17,9.8,1.8,6.1,16,9.9,1.9,6.5
BSG,12,8,26.7N,120.3E,20,8.4,1.9,6.3,20,8.4,1.9,6.3,17,9.1,1.8,6,17,9.8,1.8,6.1
BSG,12,9,26.7N,120.3E,17,10,1.9,6.4,17,10,1.9,6.4,20,8.4,1.9,6.3,17,9.1,1.8,6
BSG,12,10,26.7N,120.3E,18,10.5,1.8,6.1,18,10.5,1.8,6.1,17,10,1.9,6.4,20,8.4,1.9,6.3
BSG,12,11,26.7N,120.3E,16,11.1,1.6,5.9,16,11.1,1.6,5.9,18,10.5,1.8,6.1,17,10,1.9,6.4
BSG,12,12,26.7N,120.3E,13,10.6,1.4,5.9,13,10.6,1.4,5.9,16,11.1,1.6,5.9,18,10.5,1.8,6.1
BSG,12,13,26.7N,120.3E,12,10.8,1.5,5.8,12,10.8,1.5,5.8,13,10.6,1.4,5.9,16,11.1,1.6,5.9
BSG,12,14,26.7N,120.3E,12,10.8,1.6,6.1,12,10.8,1.6,6.1,12,10.8,1.5,5.8,13,10.6,1.4,5.9
BSG,12,15,26.7N,120.3E,14,10.5,1.5,5.9,14,10.5,1.5,5.9,12,10.8,1.6,6.1,12,10.8,1.5,5.8
BSG,12,16,26.7N,120.3E,16,11.6,1.3,6.2,16,11.6,1.3,6.2,14,10.5,1.5,5.9,12,10.8,1.6,6.1
BSG,12,17,26.7N,120.3E,17,11.4,1.7,4.9,17,11.4,1.7,4.9,16,11.6,1.3,6.2,14,10.5,1.5,5.9
BSG,12,18,26.7N,120.3E,16,12.4,1.8,5.6,16,12.4,1.8,5.6,17,11.4,1.7,4.9,16,11.6,1.3,6.2
BSG,12,19,26.7N,120.3E,18,11.5,1.5,5,18,11.5,1.5,5,16,12.4,1.8,5.6,17,11.4,1.7,4.9
BSG,12,20,26.7N,120.3E,21,12,1.7,5.2,21,12,1.7,5.2,18,11.5,1.5,5,16,12.4,1.8,5.6
BSG,12,21,26.7N,120.3E,16,11.4,1.8,5.4,16,11.4,1.8,5.4,21,12,1.7,5.2,18,11.5,1.5,5
BSG,12,22,26.7N,120.3E,19,9.7,1.7,5.6,19,9.7,1.7,5.6,16,11.4,1.8,5.4,21,12,1.7,5.2
BSG,12,23,26.7N,120.3E,17,10.1,1.5,4.8,17,10.1,1.5,4.8,19,9.7,1.7,5.6,16,11.4,1.8,5.4
BSG,13,0,26.7N,120.3E,13,11.1,1.6,5.5,13,11.1,1.6,5.5,17,10.1,1.5,4.8,19,9.7,1.7,5.6
BSG,13,1,26.7N,120.3E,10,10.5,1.5,6.2,10,10.5,1.5,6.2,13,11.1,1.6,5.5,17,10.1,1.5,4.8
BSG,13,2,26.7N,120.3E,10,12.6,1.4,6.3,10,12.6,1.4,6.3,10,10.5,1.5,6.2,13,11.1,1.6,5.5
BSG,13,3,26.7N,120.3E,7,12.1,1.3,6.2,7,12.1,1.3,6.2,10,12.6,1.4,6.3,10,10.5,1.5,6.2
BSG,13,4,26.7N,120.3E,358,9.8,1.2,6.1,358,9.8,1.2,6.1,7,12.1,1.3,6.2,10,12.6,1.4,6.3
BSG,13,5,26.7N,120.3E,9,10,1.2,6,9,10,1.2,6,358,9.8,1.2,6.1,7,12.1,1.3,6.2
BSG,13,6,26.7N,120.3E,354,8.2,1,5.4,354,8.2,1,5.4,9,10,1.2,6,358,9.8,1.2,6.1
BSG,13,7,26.7N,120.3E,355,7.4,1.2,5,355,7.4,1.2,5,354,8.2,1,5.4,9,10,1.2,6
BSG,13,8,26.7N,120.3E,352,5.9,1.2,6.2,352,5.9,1.2,6.2,355,7.4,1.2,5,354,8.2,1,5.4
BSG,13,9,26.7N,120.3E,350,6.2,1.1,5.7,350,6.2,1.1,5.7,352,5.9,1.2,6.2,355,7.4,1.2,5
BSG,13,10,26.7N,120.3E,338,6.8,1,5.6,338,6.8,1,5.6,350,6.2,1.1,5.7,352,5.9,1.2,6.2
BSG,13,11,26.7N,120.3E,340,6.3,1,6.4,340,6.3,1,6.4,338,6.8,1,5.6,350,6.2,1.1,5.7
BSG,13,12,26.7N,120.3E,347,6.3,1,6.8,347,6.3,1,6.8,340,6.3,1,6.4,338,6.8,1,5.6
BSG,13,13,26.7N,120.3E,346,5.1,0.9,5.9,346,5.1,0.9,5.9,347,6.3,1,6.8,340,6.3,1,6.4
BSG,13,14,26.7N,120.3E,349,4.7,0.8,7,349,4.7,0.8,7,346,5.1,0.9,5.9,347,6.3,1,6.8
BSG,13,15,26.7N,120.3E,356,4.4,0.8,6.2,356,4.4,0.8,6.2,349,4.7,0.8,7,346,5.1,0.9,5.9
BSG,13,16,26.7N,120.3E,13,5.8,0.9,6.6,13,5.8,0.9,6.6,356,4.4,0.8,6.2,349,4.7,0.8,7
BSG,13,17,26.7N,120.3E,38,4.1,0.8,6.2,38,4.1,0.8,6.2,13,5.8,0.9,6.6,356,4.4,0.8,6.2
BSG,13,18,26.7N,120.3E,53,4.3,1,6.3,53,4.3,1,6.3,38,4.1,0.8,6.2,13,5.8,0.9,6.6
BSG,13,19,26.7N,120.3E,56,4.5,0.8,6.5,56,4.5,0.8,6.5,53,4.3,1,6.3,38,4.1,0.8,6.2
BSG,13,20,26.7N,120.3E,42,4.3,0.7,5.2,42,4.3,0.7,5.2,56,4.5,0.8,6.5,53,4.3,1,6.3
BSG,13,21,26.7N,120.3E,46,4.6,0.8,6.7,46,4.6,0.8,6.7,42,4.3,0.7,5.2,56,4.5,0.8,6.5
BSG,13,22,26.7N,120.3E,30,4.9,999.9,999.9,30,4.9,0.8,7.05,46,4.6,0.8,6.7,42,4.3,0.7,5.2
BSG,13,23,26.7N,120.3E,29,4.7,0.8,7.4,29,4.7,0.8,7.4,30,4.9,0.8,7.05,46,4.6,0.8,6.7
BSG,14,0,26.7N,120.3E,27,4.6,0.9,7,27,4.6,0.9,7,29,4.7,0.8,7.4,30,4.9,0.8,7.05
BSG,14,1,26.7N,120.3E,29,4.8,0.9,7.6,29,4.8,0.9,7.6,27,4.6,0.9,7,29,4.7,0.8,7.4
BSG,14,2,26.7N,120.3E,17,4.5,0.8,7.5,17,4.5,0.8,7.5,29,4.8,0.9,7.6,27,4.6,0.9,7
BSG,14,3,26.7N,120.3E,358,4,0.7,7.4,358,4,0.7,7.4,17,4.5,0.8,7.5,29,4.8,0.9,7.6
